dim0,dim1,label
1.0339291522914202,0.1786723731116466,0.0
0.05114640525130241,0.25842104544991074,1.0
0.7343448470382834,-0.3694556450800671,1.0
0.1096948420184398,0.20954502362691252,1.0
1.4236260323793053,-0.32301794056646876,1.0
0.30207388916930444,-0.019123555018587562,1.0
0.40418028501851727,0.8568211052896302,0.0
1.9102628404070534,-0.06388047805522643,1.0
-1.1355100419798714,-0.0064293411235138605,0.0
1.3779428059643772,-0.3934336413828523,1.0
0.7582888075011445,0.45436900097112615,0.0
0.5677336023898657,0.8752001334362915,0.0
1.8657333599533406,0.04824521496519443,1.0
1.451488522091939,-0.4521245512145332,1.0
0.6867598434349975,-0.37776262913674585,1.0
-0.38853331803463376,0.7618612183903138,0.0
0.5245455061729091,-0.31069993593288125,1.0
0.000730185521796948,0.9428945734393488,0.0
1.8105623322177713,-0.08769314179589088,1.0
0.9818903898006791,-0.4683217912020208,1.0
-0.28985991647959825,1.1177354455460553,0.0
0.8149383968784094,-0.491476382572245,1.0
1.9616876886612258,0.3408618053176499,1.0
0.9348909948721341,0.23043547839209544,0.0
1.8165528398708348,-0.21022699563768077,1.0
1.0988090011657161,0.07492220166391701,0.0
-0.011222582470048315,0.1820167836467217,1.0
-0.5637938498641519,0.7265642194805463,0.0
2.0076056323287452,-0.027279754408588486,1.0
0.0649012034938859,0.3434320210737465,1.0
-0.6184144301992751,0.937077009514495,0.0
2.0109579174551153,0.5635408613812964,1.0
-1.0133810189863075,0.2448094046295058,0.0
0.14955696919520106,0.26341896850528357,1.0
0.941543117872614,0.22672415177827146,0.0
0.8778572682725887,0.14100258661418588,0.0
0.17807736825166717,1.1061572596513245,0.0
2.270926146816554,0.26562462237569584,1.0
0.2608306852020023,1.0105204408562212,0.0
-0.6145990539268139,0.9214019401877961,0.0
0.9495960680546374,0.04004570469057765,0.0
0.3916608022671541,0.9481774055064495,0.0
0.0971698013300155,0.4992890594991298,1.0
1.1201878083568648,-0.5419917751474536,1.0
-0.5044379981768341,1.137572688603515,0.0
0.7630949489738958,0.8117154765511131,0.0
-1.07041433242779,0.36359716539126413,0.0
0.9648297324505928,0.483936595454698,0.0
0.9166762458516873,0.3791558599841341,0.0
-0.09009840078374926,1.0514145246671331,0.0
0.9098370968411515,0.4250645218097671,0.0
2.031111903067265,0.42050607897562214,1.0
1.0810787466841332,-0.47427965173794673,1.0
1.773670949731069,-0.007711041010716332,1.0
-1.0279959150789,0.617400471172989,0.0
-0.5619580674751055,0.926755230737955,0.0
0.04457392214923469,0.3719808288442298,1.0
1.9472788874843747,-0.12366761370479953,1.0
1.9955519533021653,-0.03681702163144404,1.0
0.8439147157845791,0.004234088668605411,0.0
0.6742755342651249,-0.4678074266727542,1.0
-1.003102315308774,0.33579416363715364,0.0
0.884144761403168,0.4342335383483572,0.0
-0.18753233725773621,1.0466757320650408,0.0
-0.5415905666018641,0.9018334606554702,0.0
1.8001938828282522,-0.24332818791183555,1.0
1.3368879662867,-0.32386939082740446,1.0
-0.7625665309796928,0.7190239397600787,0.0
0.28856896773431695,-0.2894707383335874,1.0
-0.7316703800863319,0.6076735166002158,0.0
-1.011486736069596,-0.04686380949355825,0.0
0.7175094531966745,0.7212668910957609,0.0
1.7530908186998908,-0.08277392656643562,1.0
0.010786376130516865,1.0452485345854396,0.0
-0.002892354886532387,0.4642892707579719,1.0
0.7883032526474294,0.35040696167643215,0.0
0.24337790858744113,0.984148045810236,0.0
0.10914139760824353,-0.039536901945140104,1.0
0.9004219618325752,0.4230691726308864,0.0
1.3166571136121914,-0.49423720807136734,1.0
0.2010141163732685,-0.11246884222653063,1.0
1.2915231677055985,-0.25527625197023296,1.0
0.1623540739800688,1.028577892171733,0.0
-0.2971171344776137,0.9744184555822857,0.0
0.25977752698603496,1.0156905572819408,0.0
0.6891459478765131,-0.4122989468053082,1.0
-0.7450240356316349,0.9347482924049682,0.0
-1.0280246098612043,0.3392785290216482,0.0
0.2416959671685665,0.964745694916547,0.0
1.9868521934938685,0.33989496796388785,1.0
2.001285014045205,0.20803641608906664,1.0
1.1201112415444066,-0.550825063949173,1.0
0.10471183110268092,0.5506992952639024,1.0
-0.9036739031098973,0.282113004211941,0.0
-0.5215488964506665,0.7333452349930671,0.0
-0.9689648970806745,0.09106497705589961,0.0
1.792113898089482,-0.056489188754402564,1.0
-0.9902642269699471,0.5875185627479488,0.0
0.8437563486274086,0.013702575227308982,0.0
0.4311535704276527,0.7680786150356813,0.0
