dim0,dim1,label
0.09408012851184999,0.11773668307080373,1.0
1.8354308705433247,0.39645867350054464,1.0
-0.0017816733338867907,0.11884706843554511,1.0
1.3464079781101355,-0.48292760871092516,1.0
0.8338988358400404,0.32639123337126286,0.0
0.08020728239713106,1.0608780551718309,0.0
0.5725106105326929,-0.46347766155120473,1.0
0.543222741260263,0.9004835146325755,0.0
0.011774005782954034,0.18684371446982825,1.0
0.9228267535421557,0.2410358895293529,0.0
0.11569505160595674,0.1890586447833232,1.0
0.6986417686398351,0.6878885893839096,0.0
0.3779590103235299,-0.33293439981085243,1.0
1.7535592251623418,-0.2568467882359322,1.0
1.671084642375547,-0.24247396403538996,1.0
1.580805386239867,-0.28425879429488093,1.0
1.8982683141828338,-0.0011257272649521366,1.0
0.8246424248488275,-0.4789038318706757,1.0
0.8426820613998974,0.5672102325363501,0.0
0.13250424860108798,0.05556959792091939,1.0
0.06244233339951521,1.0554212000815801,0.0
0.9443102358338957,-0.6232178147728603,1.0
0.010427919101467786,0.13386935203158018,1.0
0.7733481077862547,-0.31312621286912123,1.0
-0.9467917511988689,0.12276234196825876,0.0
0.054520129066834476,0.32870686631667356,1.0
1.8274434440653367,-0.16407107629259593,1.0
0.3333181782144339,0.8357929129440681,0.0
-0.8511181588745607,0.5154221880263765,0.0
1.3234685853217094,-0.3896002866713755,1.0
-0.8161810143224968,0.5116410052935623,0.0
1.101718678792485,-0.5432672790790006,1.0
1.5015271614903283,-0.27990121002623475,1.0
0.12738877905385299,0.8225047696031355,0.0
0.8652714752712174,-0.13514560096145645,0.0
1.1409599051244967,-0.47818427207975817,1.0
0.3837535418504483,-0.22081020391878758,1.0
2.023647301057055,0.014196698354870571,1.0
0.2791185078578048,-0.3060921061297438,1.0
1.0655327784780027,-0.6218632847323912,1.0
-0.029364653719032283,0.1546546471821354,1.0
0.6937372787810204,-0.48487001286525805,1.0
0.6148454686445839,-0.4325721620616477,1.0
0.6616011574833284,0.7769182269144691,0.0
1.3913497867368432,-0.1782874487440791,1.0
0.778307366170606,-0.39419547644529435,1.0
0.18169370670781565,0.027360268233993422,1.0
-0.6923267864682852,0.5120812093514575,0.0
-0.036009869377274906,0.14026578980770504,1.0
0.9974424533242381,0.15905130974816017,0.0
0.9247023841896351,0.09748281313854179,0.0
1.148036370190498,-0.4384145309792708,1.0
1.535238840956385,-0.27444158493881843,1.0
0.4331839147463378,0.9149521068761126,0.0
0.6168955930313276,0.8428365891011199,0.0
1.0892918684277326,0.24322761327512205,0.0
1.637017804112163,-0.138785814515906,1.0
0.13340655131279924,1.0977264066714654,0.0
-1.0553060231683502,-0.10374484301210507,0.0
1.210205389878792,-0.7458205375887023,1.0
-0.7967537112798438,0.5878975225790907,0.0
-0.3430143950593711,0.8958645666944567,0.0
-0.7510276895979194,0.5701960682660328,0.0
0.5171940177526572,-0.27577887668117645,1.0
-0.8838377077180934,0.5089210633847772,0.0
0.2494651434454912,0.01060013133368596,1.0
-1.0460065218206527,-0.10725035409957694,0.0
0.7917033265428883,0.5915554510082044,0.0
0.8649378468827326,0.403358818350498,0.0
-0.8042860857531721,0.21368019074953654,0.0
0.44657863991830976,-0.3558474397739644,1.0
0.7493394922608267,0.7319569950676996,0.0
1.830687916714255,0.43499612192050174,1.0
0.10495623193215113,0.4547534299835043,1.0
1.532124441183504,-0.4443693553843119,1.0
1.7420726967002602,0.28486260446252654,1.0
1.0281103624072043,0.49166836410390474,0.0
1.4650176655495857,-0.43099918311911894,1.0
1.1048645245059963,0.18044297774837542,0.0
0.5129796622494613,0.8993479587283427,0.0
0.91486186805709,0.3031801174389444,0.0
-1.128940719839119,-0.07816500708226304,0.0
-0.6221127495747688,0.7794037980083176,0.0
0.4467715352677841,0.9323749673694628,0.0
0.8457632526370489,-0.5038778636330703,1.0
0.2547666957901441,0.9243677953552161,0.0
1.1870628191020425,-0.32161944344216975,1.0
0.9408590615619078,0.367043180768734,0.0
1.8010155170521474,-0.2903607813614279,1.0
-0.5041169107680101,0.9840284279027366,0.0
1.1724787934067684,-0.4959617692028614,1.0
0.7853623160848707,-0.45471810219537145,1.0
0.8645101383608638,-0.34846493174579746,1.0
-0.38219536096739376,0.931263439797917,0.0
0.5876634632507656,-0.5549527298015418,1.0
0.028213876590708883,1.080941193088033,0.0
0.7876492434792519,-0.4118657578640569,1.0
-0.8603605961686523,0.4304344751972122,0.0
-0.9549016159495416,0.20950843147147946,0.0
1.89957444651346,0.3709344725554722,1.0
